,dist_right,y,dist_around,dist_left,dist_up,dist_bottom,x
774,7,8,5.385,1,4,2,11
775,4,11,15.811,10,0,12,21
776,2,17,11.0,16,5,27,6
777,16,3,27.166,2,21,0,33
778,3,16,10.198,0,3,4,4
779,4,15,25.632,14,29,3,30
780,11,1,20.616,0,25,7,26
781,3,3,14.318,2,8,13,20
782,4,11,18.682,10,3,9,24
783,9,6,16.0,0,15,11,22
784,1,14,8.944,13,9,15,10
785,2,17,12.083,16,10,22,11
786,1,18,12.0,17,5,27,6
787,0,15,13.454,14,15,17,16
788,7,8,18.111,1,3,9,24
789,19,0,7.81,0,0,32,1
790,1,1,5.0,0,5,27,6
791,15,4,2.828,3,7,25,8
792,0,12,23.77,11,28,4,29
793,9,3,21.213,2,15,6,27
794,7,12,6.083,11,6,26,7
795,15,4,27.074,3,32,0,33
796,0,12,26.683,11,31,1,32
797,17,2,5.657,1,1,31,2
798,11,8,2.236,1,0,6,7
799,7,8,3.606,1,2,4,9
800,1,14,11.314,13,13,11,14
801,7,8,17.117,1,2,10,23
802,11,4,16.125,3,21,11,22
803,6,6,25.0,0,24,2,31
804,2,17,14.866,16,15,17,16
805,0,2,4.0,1,5,27,6
806,15,4,3.606,3,2,30,3
807,3,3,13.342,2,7,14,19
808,0,19,19.849,18,20,12,21
809,2,4,12.166,3,17,15,18
810,0,15,12.728,14,14,18,15
811,1,14,10.63,13,12,12,13
812,9,3,24.187,2,18,3,30
813,0,15,17.493,14,20,12,21
814,3,16,28.792,0,7,0,33
815,1,18,12.369,17,2,30,3
816,2,0,7.81,0,10,22,11
817,2,0,6.325,0,7,25,8
818,2,0,6.325,0,7,25,8
819,7,12,6.083,11,4,28,5
820,11,1,25.495,0,30,2,31
821,2,13,8.602,12,10,13,11
822,2,0,6.0,0,5,27,6
823,1,11,25.495,10,10,2,31
824,12,0,22.804,0,27,5,28
825,1,18,27.731,17,30,2,31
826,7,8,3.606,1,2,4,9
827,7,12,27.659,11,32,0,33
828,14,5,27.019,4,32,0,33
829,3,9,21.213,2,6,6,27
830,0,19,23.022,18,24,8,25
831,18,1,6.403,0,1,31,2
832,5,7,20.025,0,5,7,26
833,13,2,7.211,1,11,21,12
834,14,5,5.099,4,0,32,1
835,3,16,22.361,0,0,7,26
836,2,17,16.279,16,17,15,18
837,0,12,20.881,11,25,7,26
838,4,15,9.22,14,3,29,4
839,0,6,12.0,0,11,15,18
840,0,19,22.0,18,30,2,31
841,2,13,7.211,12,12,11,13
842,8,7,12.649,0,6,0,13
843,9,10,9.22,4,1,6,7
844,9,6,13.038,0,3,23,10
845,5,10,9.0,4,3,4,9
846,3,12,7.28,11,10,22,11
847,1,18,14.036,17,22,10,23
848,11,8,12.53,1,2,0,3
849,3,12,9.899,11,15,17,16
850,1,14,7.81,13,14,10,15
851,6,13,6.325,12,6,17,7
852,6,13,9.22,12,1,22,2
853,15,4,17.0,3,0,32,1
854,5,10,9.22,4,5,2,11
855,1,5,15.652,4,15,17,16
856,4,15,20.396,14,28,4,29
857,0,6,16.401,0,12,14,19
858,4,11,8.944,10,12,0,13
859,15,4,16.155,3,2,30,3
860,2,13,6.0,12,8,15,9
861,15,4,15.133,3,6,26,7
862,19,0,20.616,0,0,32,1
863,11,8,12.53,1,2,0,3
864,2,17,19.105,16,27,5,28
865,3,12,10.63,11,16,16,17
866,12,3,20.616,2,10,11,22
867,5,1,20.591,0,18,14,19
868,13,6,13.153,0,0,26,7
869,0,19,11.0,18,19,13,20
870,8,4,26.627,3,30,2,31
871,12,0,25.495,0,25,7,26
872,1,18,22.023,17,30,2,31
873,13,6,13.153,0,0,26,7
874,7,12,7.616,11,5,27,6
875,0,15,7.211,14,14,18,15
876,9,10,9.22,4,1,6,7
877,0,19,17.0,18,25,7,26
878,2,17,8.246,16,0,32,1
879,2,13,6.325,12,10,13,11
880,13,2,17.263,1,11,21,12
881,5,14,5.385,13,6,18,7
882,17,2,29.411,1,32,0,33
883,0,6,14.765,0,9,17,16
884,2,4,18.601,3,19,13,20
885,2,13,12.53,12,19,4,20
886,15,0,22.472,0,20,12,21
887,3,12,11.402,11,17,15,18
888,0,12,19.313,11,26,6,27
889,7,5,24.413,4,28,4,29
890,5,1,20.591,0,18,14,19
891,0,12,18.385,11,25,7,26
892,8,7,12.166,0,4,2,11
893,5,10,9.055,4,4,3,10
894,7,5,26.926,4,31,1,32
895,3,12,8.602,11,13,19,14
896,0,2,17.117,1,10,22,11
897,12,3,16.279,2,0,21,12
898,2,13,16.155,12,23,0,24
899,5,10,9.487,4,6,1,12
900,3,9,21.471,2,7,5,28
901,2,17,3.606,16,5,27,6
902,13,6,13.153,0,0,26,7
903,0,19,16.0,18,24,8,25
904,6,0,21.471,0,18,14,19
905,0,2,17.464,1,4,28,5
906,2,4,16.155,3,14,18,15
907,8,7,16.971,0,0,12,21
908,3,9,23.259,2,9,3,30
909,2,13,9.22,12,15,8,16
910,11,4,15.297,3,11,21,12
911,7,8,11.0,1,2,4,9
912,5,10,9.055,4,4,3,10
913,15,0,23.601,0,22,10,23
914,2,4,17.0,3,16,16,17
915,8,4,25.807,3,29,3,30
916,1,1,18.028,0,7,25,8
917,7,12,7.071,11,7,25,8
918,7,12,9.22,11,2,30,3
919,7,8,6.708,1,4,2,11
920,12,7,14.142,0,2,0,3
921,10,9,9.849,2,1,5,8
922,10,5,8.0,4,8,24,9
923,0,19,14.56,18,20,12,21
924,8,4,12.042,3,28,4,29
925,2,17,13.892,16,9,23,10
926,5,14,14.213,13,5,19,6
927,7,5,10.0,4,26,6,27
928,1,18,13.928,17,11,21,12
929,10,9,16.492,2,12,0,33
930,4,15,18.028,14,1,31,2
931,2,13,8.246,12,14,9,15
932,1,14,9.849,13,20,4,21
933,10,2,8.544,1,24,8,25
934,2,17,15.0,16,7,25,8
935,6,6,13.038,0,23,3,30
936,14,1,5.657,0,12,20,13
937,9,3,13.153,2,18,3,30
938,0,12,14.765,11,29,3,30
939,2,17,16.279,16,27,5,28
940,11,4,7.071,3,23,9,24
941,1,18,15.264,17,24,8,25
942,12,3,5.385,2,10,11,22
943,0,12,10.63,11,24,8,25
944,5,14,18.358,13,1,0,33
945,0,19,16.643,18,25,7,26
946,3,12,9.22,11,22,10,23
947,0,5,13.0,4,3,29,4
948,0,6,1.414,0,9,17,16
949,14,1,8.062,0,23,9,24
950,9,3,15.133,2,20,1,32
951,0,19,17.205,18,26,6,27
952,17,2,15.297,1,1,31,2
953,9,6,7.071,0,3,23,10
954,11,8,16.279,1,12,0,33
955,10,5,6.0,4,10,22,11
956,5,14,15.811,13,3,21,4
957,0,19,14.56,18,20,12,21
958,12,0,13.0,0,28,4,29
959,10,9,15.524,2,1,1,2
960,6,13,16.125,12,2,21,3
961,10,9,16.492,2,12,0,33
962,8,7,4.472,0,0,12,21
963,3,16,15.556,0,5,2,6
964,0,12,14.765,11,29,3,30
965,3,12,9.899,11,9,23,10
966,14,1,8.062,0,23,9,24
967,7,12,14.765,11,3,29,4
968,11,1,8.944,0,24,8,25
969,8,7,8.246,0,2,4,9
970,16,3,16.125,2,0,2,1
971,4,15,17.205,14,2,30,3
972,14,5,10.0,4,6,26,7
973,18,1,14.56,0,2,30,3
974,5,14,18.358,13,1,0,33
975,6,0,5.0,0,16,16,17
976,4,11,8.485,10,10,2,11
977,2,17,13.892,16,23,9,24
978,5,7,13.153,0,9,3,30
979,15,4,16.031,3,0,32,1
980,12,3,7.28,2,12,9,24
981,0,2,11.402,1,5,27,6
982,13,2,7.616,1,23,9,24
983,1,11,16.155,10,11,1,32
984,8,11,16.155,10,1,11,2
985,7,8,6.708,1,2,10,23
986,5,14,15.0,13,4,20,5
987,4,2,4.243,1,13,19,14
988,0,15,10.44,14,13,19,14
989,1,18,13.601,17,20,12,21
990,6,13,17.0,12,1,22,2
991,7,5,15.0,4,31,1,32
992,1,11,13.416,10,8,4,29
993,7,8,5.831,1,5,1,12
994,19,0,16.763,0,0,32,1
995,3,3,3.606,2,8,13,20
996,9,10,11.18,4,1,6,7
997,5,7,15.133,0,11,1,32
998,9,10,16.763,4,12,0,33
999,3,12,8.062,11,12,20,13
1000,2,17,8.544,16,27,5,28
1001,4,8,3.162,1,7,5,28
1002,6,13,24.331,12,6,17,7
1003,2,17,14.422,16,18,14,19
1004,9,3,6.0,2,19,2,31
1005,4,15,6.325,14,32,0,33
1006,0,19,27.857,18,4,28,5
1007,3,9,1.0,2,11,1,32
1008,6,9,20.0,2,4,2,11
1009,11,8,30.017,1,0,2,1
1010,0,19,18.868,18,14,18,15
1011,4,2,14.765,1,17,15,18
1012,10,2,7.0,1,30,2,31
1013,8,7,20.1,0,4,2,11
1014,0,2,21.19,1,10,22,11
1015,0,2,25.962,1,5,27,6
1016,8,7,18.111,0,6,0,13
1017,1,18,9.055,17,31,1,32
1018,1,5,15.524,4,15,17,16
1019,4,11,20.1,10,10,2,11
1020,10,9,24.0,2,0,6,7
1021,19,0,31.321,0,0,32,1
1022,10,9,28.0,2,2,0,3
1023,6,6,3.162,0,23,3,30
1024,10,5,9.849,4,21,11,22
1025,3,16,7.616,0,2,5,28
1026,2,13,20.396,12,10,13,11
1027,5,14,23.537,13,7,17,8
1028,10,5,8.062,4,23,9,24
1029,10,2,7.071,1,29,3,30
1030,4,15,6.083,14,29,3,30
1031,10,5,8.944,4,22,10,23
1032,2,17,19.698,16,12,20,13
1033,7,8,10.05,1,0,12,21
1034,4,8,6.083,1,4,8,25
1035,19,0,29.411,0,2,30,3
1036,0,15,10.0,14,22,10,23
1037,6,9,21.0,2,3,3,10
1038,1,14,18.682,13,12,12,13
1039,8,11,23.087,10,7,5,8
1040,3,3,15.232,2,5,16,17
1041,1,5,16.492,4,14,18,15
1042,2,13,10.77,12,20,3,21
1043,0,19,29.732,18,2,30,3
1044,2,17,12.806,16,20,12,21
1045,6,13,24.331,12,6,17,7
1046,6,6,6.708,0,18,8,25
1047,1,18,9.487,17,27,5,28
1048,3,16,7.616,0,2,5,28
1049,1,11,2.828,10,8,4,29
1050,3,16,27.893,0,3,4,4
1051,12,3,11.662,2,9,12,21
1052,0,15,17.088,14,14,18,15
1053,2,13,22.361,12,8,15,9
1054,4,11,18.111,10,12,0,13
1055,0,19,23.259,18,9,23,10
1056,8,4,7.81,3,24,8,25
1057,3,12,22.204,11,8,24,9
1058,1,14,12.083,13,19,5,20
1059,0,19,30.676,18,1,31,2
1060,9,10,30.017,4,0,2,1
1061,8,11,26.077,10,4,8,5
1062,12,0,9.055,0,31,1,32
1063,17,2,28.862,1,2,30,3
1064,6,0,16.643,0,16,16,17
1065,3,16,28.862,0,2,5,3
1066,5,1,17.889,0,14,18,15
1067,1,18,9.487,17,27,5,28
1068,0,19,10.198,18,28,4,29
1069,14,5,28.284,4,2,30,3
1070,3,3,16.155,2,4,17,16
1071,12,3,10.817,2,10,11,22
1072,7,8,10.05,1,0,12,21
1073,0,5,26.306,4,4,28,5
1074,2,10,26.249,4,9,3,30
1075,1,18,28.018,17,27,5,28
1076,8,7,7.071,0,3,3,10
1077,9,6,8.062,0,5,21,12
1078,10,5,6.708,4,10,22,11
1079,0,15,22.204,14,22,10,23
1080,1,14,14.422,13,12,12,13
1081,0,2,4.0,1,8,24,9
1082,15,0,8.246,0,12,20,13
1083,11,8,6.708,1,1,5,8
1084,2,13,12.083,12,9,14,10
1085,3,12,11.18,11,9,23,10
1086,1,5,10.44,4,14,18,15
1087,4,2,13.0,1,17,15,18
1088,14,5,3.606,4,2,30,3
1089,6,13,11.18,12,6,17,7
1090,4,8,25.71,1,9,3,30
1091,5,14,12.166,13,6,18,7
1092,6,6,25.318,0,23,3,30
1093,2,17,22.672,16,21,11,22
1094,8,11,9.055,10,3,9,4
1095,4,2,14.0,1,18,14,19
1096,0,19,20.248,18,15,17,16
1097,13,6,5.657,0,0,2,1
1098,12,0,24.083,0,28,4,29
1099,10,5,19.235,4,23,9,24
1100,15,0,7.28,0,11,21,12
1101,15,4,4.472,3,0,32,1
1102,2,13,19.416,12,20,3,21
1103,4,15,13.342,14,7,25,8
1104,3,16,14.036,0,5,2,6
1105,3,12,12.806,11,12,20,13
1106,18,1,3.162,0,1,31,2
1107,13,6,5.0,0,1,1,2
1108,3,3,15.033,2,8,13,20
1109,3,9,26.926,2,10,2,31
1110,6,6,23.345,0,21,5,28
1111,5,14,12.369,13,7,17,8
1112,1,18,32.249,17,32,0,33
1113,3,16,14.0,0,4,3,5
1114,2,0,5.385,0,9,23,10
1115,10,2,22.0,1,26,6,27
1116,1,18,17.464,17,11,21,12
1117,4,15,27.295,14,28,4,29
1118,4,2,10.0,1,14,18,15
1119,13,6,4.472,0,0,26,7
1120,7,12,10.77,11,0,32,1
1121,1,14,13.892,13,11,13,12
1122,2,0,4.472,0,8,24,9
1123,3,3,11.045,2,4,17,16
1124,1,14,20.0,13,20,4,21
1125,0,6,9.849,0,7,19,14
1126,7,5,20.224,4,24,8,25
1127,0,15,19.849,14,19,13,20
1128,8,7,7.071,0,3,3,10
1129,2,17,15.524,16,8,24,9
1130,1,1,2.236,0,6,26,7
1131,2,17,26.627,16,26,6,27
1132,13,2,7.0,1,11,21,12
1133,9,3,25.02,2,18,3,30
1134,3,12,12.207,11,11,21,12
1135,1,18,20.0,17,16,16,17
1136,4,8,21.84,1,5,7,26
1137,3,16,14.142,0,6,1,7
1138,8,11,9.0,10,4,8,5
1139,7,8,17.088,1,0,12,21
1140,1,18,16.125,17,2,30,3
1141,15,4,2.828,3,2,30,3
1142,3,16,31.305,0,7,0,33
1143,2,13,21.954,12,23,0,24
1144,2,17,21.213,16,19,13,20
1145,4,11,21.024,10,3,9,24
1146,0,6,12.649,0,10,16,17
1147,0,15,21.401,14,21,11,22
1148,9,6,17.464,0,15,11,22
1149,3,16,28.653,0,4,3,30
1150,11,1,27.019,0,31,1,32
1151,11,8,7.211,1,0,2,1
1152,10,9,7.616,2,1,5,8
1153,2,13,12.083,12,9,14,10
1154,10,5,7.616,4,11,21,12
1155,0,19,28.601,18,27,5,28
1156,3,12,10.77,11,8,24,9
1157,0,15,17.029,14,15,17,16
1158,4,11,20.125,10,2,10,23
1159,10,5,7.616,4,11,21,12
1160,8,4,26.077,3,30,2,31
1161,6,13,11.0,12,4,19,5
1162,4,11,10.296,10,9,3,10
1163,0,2,2.0,1,6,26,7
1164,0,6,17.692,0,7,19,14
1165,1,18,22.023,17,3,29,4
1166,0,12,9.22,11,31,1,32
1167,1,18,16.031,17,9,23,10
1168,12,7,25.942,0,2,0,3
1169,12,0,19.235,0,28,4,29
1170,7,12,25.0,11,1,31,2
1171,0,19,23.0,18,2,30,3
1172,7,5,15.232,4,31,1,32
1173,1,18,6.083,17,19,13,20
1174,1,11,8.944,10,9,3,30
1175,3,12,9.899,11,18,14,19
1176,7,8,19.416,1,3,3,10
1177,3,9,10.77,2,9,3,30
1178,5,1,20.591,0,15,17,16
1179,15,4,16.553,3,32,0,33
1180,2,17,4.472,16,21,11,22
1181,8,7,20.0,0,3,3,10
1182,9,6,21.401,0,2,24,9
1183,6,13,20.881,12,5,18,6
1184,6,13,9.22,12,0,0,33
1185,0,2,22.672,1,10,22,11
1186,1,18,7.071,17,18,14,19
1187,2,17,6.325,16,31,1,32
1188,2,13,18.028,12,8,15,9
1189,0,15,4.123,14,24,8,25
1190,4,11,8.544,10,2,10,23
1191,3,16,4.243,0,3,4,29
1192,0,19,4.0,18,29,3,30
1193,10,2,17.72,1,30,2,31
1194,0,15,6.403,14,20,12,21
1195,3,9,10.198,2,7,5,28
1196,5,14,8.602,13,1,0,33
1197,1,5,15.232,4,19,13,20
1198,4,8,12.083,1,10,2,31
1199,15,0,23.601,0,11,21,12
1200,5,1,18.974,0,19,13,20
1201,2,13,7.211,12,21,2,22
1202,6,0,20.616,0,17,15,18
1203,4,11,17.889,10,9,3,10
1204,11,4,15.811,3,20,12,21
1205,4,2,19.723,1,15,17,16
1206,0,19,19.0,18,6,26,7
1207,0,2,27.019,1,4,28,5
1208,2,4,17.493,3,16,16,17
1209,2,10,9.0,4,5,7,26
1210,2,10,9.22,4,7,5,28
1211,2,17,2.236,16,26,6,27
1212,1,1,28.425,0,3,29,4
1213,1,14,11.18,13,15,9,16
1214,1,11,8.062,10,4,8,25
1215,4,8,11.705,1,9,3,30
1216,8,7,17.692,0,6,0,13
1217,6,13,19.925,12,6,17,7
1218,3,12,8.602,11,20,12,21
1219,1,5,15.652,4,18,14,19
1220,16,3,29.682,2,0,2,1
1221,7,12,9.899,11,32,0,33
1222,4,8,11.045,1,4,8,25
1223,3,9,10.44,2,8,4,29
1224,14,1,22.204,0,12,20,13
1225,1,18,4.123,17,21,11,22
1226,0,6,14.765,0,12,14,19
1227,1,14,6.403,13,21,3,22
1228,10,2,17.117,1,27,5,28
1229,8,4,16.155,3,31,1,32
1230,6,9,18.028,2,4,2,11
1231,0,12,7.0,11,25,7,26
1232,7,12,20.248,11,6,26,7
1233,2,0,26.87,0,6,26,7
1234,1,18,17.029,17,8,24,9
1235,0,12,7.071,11,26,6,27
1236,0,15,5.0,14,22,10,23
1237,12,3,16.763,2,9,12,21
1238,2,17,3.606,16,28,4,29
1239,1,11,8.544,10,8,4,29
1240,3,12,13.892,11,13,19,14
1241,8,7,17.692,0,6,0,13
1242,6,9,19.723,2,2,4,9
1243,4,15,4.0,14,25,7,26
1244,4,15,25.318,14,0,32,1
1245,11,4,5.0,3,12,20,13
1246,0,12,13.342,11,25,7,26
1247,15,0,13.454,0,22,10,23
1248,0,15,6.708,14,15,17,16
1249,2,4,7.071,3,17,15,18
1250,11,1,15.264,0,25,7,26
1251,3,16,16.553,0,2,5,28
1252,6,6,16.279,0,22,4,29
1253,10,9,6.0,2,0,6,7
1254,0,12,13.342,11,25,7,26
1255,18,1,14.422,0,0,32,1
1256,10,9,11.0,2,1,1,2
1257,6,13,6.403,12,7,16,8
1258,4,2,7.28,1,14,18,15
1259,3,12,6.708,11,18,14,19
1260,3,9,12.0,2,4,8,25
1261,9,10,10.05,4,2,0,3
1262,0,19,14.142,18,2,30,3
1263,0,12,13.342,11,25,7,26
1264,1,14,5.099,13,13,11,14
1265,0,19,22.361,18,32,0,33
1266,2,17,12.042,16,21,11,22
1267,12,0,20.125,0,30,2,31
1268,11,1,15.264,0,25,7,26
1269,6,13,6.403,12,7,16,8
1270,13,2,11.402,1,21,11,22
1271,12,0,19.235,0,29,3,30
1272,4,15,18.028,14,29,3,30
1273,2,13,5.657,12,8,15,9
1274,4,15,7.81,14,7,25,8
1275,13,2,10.63,1,20,12,21
1276,4,2,9.899,1,19,13,20
1277,3,12,10.44,11,22,10,23
1278,2,10,13.038,4,5,7,26
1279,5,10,11.045,4,3,9,24
1280,3,12,5.0,11,16,16,17
1281,2,4,5.385,3,14,18,15
1282,3,3,6.325,2,3,18,15
1283,5,1,8.246,0,14,18,15
1284,2,4,6.403,3,16,16,17
1285,7,12,9.487,11,3,29,4
1286,10,5,10.77,4,22,10,23
1287,4,11,2.236,10,11,1,12
1288,7,12,11.402,11,1,31,2
1289,6,6,19.235,0,25,1,32
1290,0,19,10.0,18,12,20,13
1291,8,4,13.928,3,25,7,26
1292,2,4,7.81,3,18,14,19
1293,0,15,6.325,14,10,22,11
1294,2,17,16.125,16,26,6,27
1295,3,3,7.81,2,6,15,18
1296,3,16,8.602,0,7,0,8
1297,11,1,15.264,0,25,7,26
1298,7,8,1.0,1,6,0,13
1299,9,3,13.416,2,13,8,25
1300,19,0,15.0,0,0,32,1
1301,11,4,6.403,3,8,24,9
1302,3,9,15.0,2,7,5,28
1303,3,9,12.0,2,4,8,25
1304,15,0,9.0,0,12,20,13
1305,12,0,18.358,0,28,4,29
1306,2,13,4.123,12,11,12,12
1307,1,14,9.434,13,20,4,21
1308,9,6,3.162,0,5,21,12
1309,0,15,11.662,14,22,10,23
1310,4,15,19.925,14,31,1,32
1311,0,12,19.235,11,31,1,32
1312,15,0,9.0,0,12,20,13
1313,11,8,20.025,1,12,0,33
1314,1,5,8.062,4,19,13,20
1315,6,9,4.0,2,2,4,9
1316,2,10,18.028,4,10,2,31
1317,0,12,18.248,11,30,2,31
1318,0,19,20.591,18,30,2,31
1319,13,6,20.224,0,26,0,33
1320,0,19,12.806,18,20,12,21
1321,6,6,18.248,0,24,2,31
1322,17,2,13.038,1,1,31,2
1323,3,9,12.0,2,4,8,25
1324,0,6,7.616,0,13,13,20
1325,6,6,32.28,0,25,1,32
1326,3,16,1.0,0,0,7,1
1327,13,6,9.055,0,1,1,2
1328,0,2,16.401,1,10,22,11
1329,19,0,15.033,0,1,31,2
1330,5,7,29.12,0,8,4,29
1331,14,1,25.239,0,21,11,22
1332,2,17,28.071,16,28,4,29
1333,8,4,31.016,3,29,3,30
1334,4,11,11.705,10,11,1,12
1335,0,6,17.493,0,9,17,16
1336,4,11,10.77,10,10,2,11
1337,8,7,12.042,0,3,3,10
1338,7,8,13.892,1,6,0,13
1339,2,13,22.091,12,22,1,23
1340,1,18,24.187,17,24,8,25
1341,2,17,13.153,16,13,19,14
1342,10,2,30.871,1,28,4,29
1343,12,7,10.63,0,1,5,8
1344,2,17,15.133,16,15,17,16
1345,3,16,25.02,0,0,7,26
1346,3,16,3.162,0,3,4,4
1347,8,4,32.894,3,31,1,32
1348,1,11,29.275,10,9,3,30
1349,5,10,13.0,4,7,0,13
1350,10,5,14.866,4,11,21,12
1351,0,5,10.44,4,3,29,4
1352,0,19,28.284,18,28,4,29
1353,1,18,13.342,17,13,19,14
1354,15,0,18.601,0,11,21,12
1355,0,15,10.0,14,10,22,11
1356,4,15,25.0,14,25,7,26
1357,1,5,17.205,4,14,18,15
1358,2,10,24.515,4,4,8,25
1359,2,17,10.198,16,10,22,11
1360,0,19,23.345,18,23,9,24
1361,14,5,10.0,4,0,32,1
1362,1,14,11.045,13,11,13,12
1363,5,14,3.162,13,3,21,4
1364,3,16,5.099,0,5,2,6
1365,8,4,27.313,3,25,7,26
1366,2,10,26.476,4,6,6,27
1367,5,14,4.123,13,4,20,5
1368,9,3,33.242,2,20,1,32
1369,5,1,22.023,0,17,15,18
1370,3,12,20.224,11,20,12,21
1371,15,0,27.459,0,23,9,24
1372,2,4,19.416,3,16,16,17
1373,2,10,29.428,4,9,3,30
1374,4,15,26.0,14,26,6,27
1375,1,18,19.235,17,19,13,20
1376,10,2,30.871,1,28,4,29
1377,3,3,20.0,2,5,16,17
1378,9,10,7.071,4,0,7,6
1379,10,5,14.866,4,11,21,12
1380,7,12,32.14,11,32,0,33
1381,1,18,12.369,17,12,20,13
1382,15,0,18.601,0,11,21,12
1383,1,5,16.401,4,13,19,14
1384,2,0,15.524,0,4,28,5
1385,7,12,3.606,11,2,30,3
1386,1,18,11.402,17,11,21,12
1387,8,4,28.231,3,26,6,27
1388,12,3,25.06,2,11,10,23
1389,0,15,15.0,14,15,17,16
1390,5,10,9.434,4,3,4,9
1391,5,10,22.561,4,2,10,23
1392,1,1,14.56,0,4,28,5
1393,6,13,5.385,12,5,18,6
1394,6,13,3.606,12,3,20,4
1395,1,14,23.022,13,23,1,24
1396,4,11,23.345,10,3,9,24
1397,1,18,22.204,17,22,10,23
1398,6,13,2.828,12,2,21,3
1399,13,2,17.029,1,11,21,12
1400,0,15,21.0,14,21,11,22
1401,10,9,9.22,2,1,5,8
1402,3,16,28.018,0,3,4,29
1403,0,15,16.0,14,16,16,17
1404,3,9,30.594,2,10,2,31
1405,5,14,2.236,13,2,22,3
1406,9,6,13.454,0,4,22,11
1407,3,9,6.708,2,4,8,25
1408,6,6,8.485,0,18,8,25
1409,0,15,11.402,14,19,13,20
1410,6,13,28.018,12,2,21,3
1411,5,14,2.236,13,0,1,32
1412,12,3,12.728,2,10,11,22
1413,5,7,7.071,0,5,7,26
1414,2,17,5.385,16,32,0,33
1415,4,2,18.868,1,14,18,15
1416,6,0,19.209,0,15,17,16
1417,14,5,24.042,4,7,25,8
1418,0,2,23.259,1,9,23,10
1419,10,5,12.207,4,20,12,21
1420,2,17,27.459,16,3,29,4
1421,15,4,31.048,3,0,32,1
1422,5,14,26.077,13,4,20,5
1423,2,17,5.831,16,27,5,28
1424,0,15,9.487,14,21,11,22
1425,2,10,2.236,4,11,1,32
1426,1,14,16.125,13,14,10,15
1427,4,8,6.403,1,5,7,26
1428,3,16,4.472,0,7,0,33
1429,4,15,27.166,14,3,29,4
1430,0,15,8.544,14,22,10,23
1431,1,5,13.892,4,18,14,19
1432,0,2,27.857,1,4,28,5
1433,2,10,2.236,4,11,1,32
1434,7,8,20.396,1,4,2,11
1435,2,17,14.866,16,16,16,17
1436,6,13,27.019,12,3,20,4
1437,7,12,28.0,11,2,30,3
1438,8,11,25.02,10,5,7,6
1439,1,18,7.211,17,26,6,27
1440,5,14,2.828,13,1,0,33
1441,15,0,15.62,0,20,12,21
1442,1,18,8.485,17,24,8,25
1443,1,18,8.485,17,24,8,25
1444,8,11,28.018,10,2,10,3
1445,9,6,10.0,0,16,10,23
1446,2,0,26.833,0,6,26,7
1447,3,12,14.0,11,16,16,17
1448,1,14,12.166,13,18,6,19
1449,0,2,28.792,1,3,29,4
1450,18,1,30.083,0,2,30,3
1451,10,9,28.16,2,2,0,3
1452,12,7,28.443,0,2,0,3
1453,11,4,10.63,3,23,9,24
1454,3,9,4.243,2,7,5,28
1455,0,2,25.08,1,7,25,8
1456,8,7,11.18,0,0,12,21
1457,1,14,20.1,13,10,14,11
1458,2,13,19.026,12,11,12,12
1459,2,0,28.636,0,4,28,5
1460,2,17,18.682,16,12,20,13
1461,17,2,29.732,1,2,30,3
1462,0,12,1.0,11,29,3,30
1463,2,17,5.831,16,27,5,28
1464,1,1,29.155,0,3,29,4
1465,1,14,8.246,13,22,2,23
1466,16,3,30.364,2,1,1,2
1467,10,2,10.77,1,26,6,27
1468,8,11,30.017,10,0,12,1
1469,1,14,6.325,13,24,0,25
1470,8,4,8.944,3,26,6,27
1471,5,10,20.1,4,5,2,11
1472,15,4,31.048,3,0,32,1
1473,2,17,6.403,16,26,6,27
1474,3,9,4.243,2,7,5,28
1475,6,6,7.211,0,20,6,27
1476,3,9,3.162,2,9,3,30
1477,10,5,11.402,4,21,11,22
1478,9,3,9.22,2,17,4,29
1479,2,17,26.476,16,4,28,5
1480,0,19,14.765,18,17,15,18
1481,4,11,18.028,10,12,0,13
1482,0,12,1.0,11,29,3,30
1483,5,1,15.556,0,19,13,20
1484,6,9,18.248,2,6,0,13
1485,15,4,26.926,3,0,32,1
1486,0,12,5.099,11,31,1,32
1487,14,5,20.881,4,6,26,7
1488,18,1,11.662,0,32,0,33
1489,1,5,10.817,4,17,15,18
1490,10,5,18.028,4,9,23,10
1491,3,3,13.601,2,4,17,16
1492,0,12,1.414,11,25,7,26
1493,2,17,19.925,16,7,25,8
1494,4,15,21.378,14,5,27,6
1495,0,15,14.56,14,12,20,13
1496,1,18,26.926,17,0,32,1
1497,6,0,15.556,0,15,17,16
1498,0,19,21.541,18,6,26,7
1499,0,15,9.849,14,17,15,18
1500,1,1,22.361,0,6,26,7
1501,2,17,12.53,16,15,17,16
1502,4,15,25.318,14,1,31,2
1503,3,9,5.385,2,11,1,32
1504,3,16,26.476,0,0,7,1
1505,10,2,9.487,1,29,3,30
1506,0,19,11.314,18,18,14,19
1507,19,0,27.313,0,1,31,2
1508,5,14,6.708,13,1,0,33
1509,0,2,18.358,1,10,22,11
1510,13,2,9.849,1,22,10,23
1511,3,9,2.0,2,6,6,27
1512,3,3,15.264,2,2,19,14
1513,5,1,12.207,0,19,13,20
1514,5,1,16.401,0,13,19,14
1515,1,11,2.0,10,4,8,25
1516,2,0,21.954,0,7,25,8
1517,5,14,25.179,13,1,23,2
1518,1,14,15.297,13,11,13,12
1519,2,10,3.162,4,9,3,30
1520,11,8,20.224,1,0,6,7
